Anbieter;Anbietertyp;Hersteller;Modell;Speicher GB;Farbe;Zustand;Preis EUR;Preisart;Tarifreferenz;Verfuegbarkeit;Quelle;Abgerufen am;Listungs-ID;SKU-ID
Vodafone;netzbetreiber;Samsung;Galaxy S25;128;blau;neu;849,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s25.html;2026-08-29;vodafone--samsung-galaxy-s25-128gb-blau;samsung-galaxy-s25-128gb-blau
Vodafone;netzbetreiber;Samsung;Galaxy S25 FE;128;blau;neu;699,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s25-fe.html;2026-08-29;vodafone--samsung-galaxy-s25-fe-128gb-blau;samsung-galaxy-s25-fe-128gb-blau
Vodafone;netzbetreiber;Samsung;Galaxy S25 FE;128;Jetblack;neu;699,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s25-fe.html;2026-08-29;vodafone--samsung-galaxy-s25-fe-128gb-jetblack;samsung-galaxy-s25-fe-128gb-jetblack
Vodafone;netzbetreiber;Samsung;Galaxy S26;256;Cobalt Violet;neu;979,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26.html;2026-08-29;vodafone--samsung-galaxy-s26-256gb-cobalt-violet;samsung-galaxy-s26-256gb-cobalt-violet
Vodafone;netzbetreiber;Samsung;Galaxy S26;256;schwarz;neu;979,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26.html;2026-08-29;vodafone--samsung-galaxy-s26-256gb-schwarz;samsung-galaxy-s26-256gb-schwarz
Vodafone;netzbetreiber;Samsung;Galaxy S26;256;Sky Blue;neu;979,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26.html;2026-08-29;vodafone--samsung-galaxy-s26-256gb-sky-blue;samsung-galaxy-s26-256gb-sky-blue
Vodafone;netzbetreiber;Samsung;Galaxy S26;256;weiss;neu;979,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26.html;2026-08-29;vodafone--samsung-galaxy-s26-256gb-weiss;samsung-galaxy-s26-256gb-weiss
Vodafone;netzbetreiber;Samsung;Galaxy S26;512;Cobalt Violet;neu;1179,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26.html;2026-08-29;vodafone--samsung-galaxy-s26-512gb-cobalt-violet;samsung-galaxy-s26-512gb-cobalt-violet
Vodafone;netzbetreiber;Samsung;Galaxy S26;512;schwarz;neu;1179,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26.html;2026-08-29;vodafone--samsung-galaxy-s26-512gb-schwarz;samsung-galaxy-s26-512gb-schwarz
Vodafone;netzbetreiber;Samsung;Galaxy S26;512;Sky Blue;neu;1179,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26.html;2026-08-29;vodafone--samsung-galaxy-s26-512gb-sky-blue;samsung-galaxy-s26-512gb-sky-blue
Vodafone;netzbetreiber;Samsung;Galaxy S26;512;weiss;neu;1179,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26.html;2026-08-29;vodafone--samsung-galaxy-s26-512gb-weiss;samsung-galaxy-s26-512gb-weiss
Vodafone;netzbetreiber;Samsung;Galaxy S26 FE;128;grau;neu;799,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-fe.html;2026-08-29;vodafone--samsung-galaxy-s26-fe-128gb-grau;samsung-galaxy-s26-fe-128gb-grau
Vodafone;netzbetreiber;Samsung;Galaxy S26 FE;128;Pistachio;neu;799,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-fe.html;2026-08-29;vodafone--samsung-galaxy-s26-fe-128gb-pistachio;samsung-galaxy-s26-fe-128gb-pistachio
Vodafone;netzbetreiber;Samsung;Galaxy S26 FE;256;grau;neu;899,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-fe.html;2026-08-29;vodafone--samsung-galaxy-s26-fe-256gb-grau;samsung-galaxy-s26-fe-256gb-grau
Vodafone;netzbetreiber;Samsung;Galaxy S26 FE;256;Pistachio;neu;899,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-fe.html;2026-08-29;vodafone--samsung-galaxy-s26-fe-256gb-pistachio;samsung-galaxy-s26-fe-256gb-pistachio
Vodafone;netzbetreiber;Samsung;Galaxy S26 Plus;256;Cobalt Violet;neu;1199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-plus.html;2026-08-29;vodafone--samsung-galaxy-s26-plus-256gb-cobalt-violet;samsung-galaxy-s26-plus-256gb-cobalt-violet
Vodafone;netzbetreiber;Samsung;Galaxy S26 Plus;256;schwarz;neu;1199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-plus.html;2026-08-29;vodafone--samsung-galaxy-s26-plus-256gb-schwarz;samsung-galaxy-s26-plus-256gb-schwarz
Vodafone;netzbetreiber;Samsung;Galaxy S26 Plus;256;Sky Blue;neu;1199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-plus.html;2026-08-29;vodafone--samsung-galaxy-s26-plus-256gb-sky-blue;samsung-galaxy-s26-plus-256gb-sky-blue
Vodafone;netzbetreiber;Samsung;Galaxy S26 Plus;256;weiss;neu;1199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-plus.html;2026-08-29;vodafone--samsung-galaxy-s26-plus-256gb-weiss;samsung-galaxy-s26-plus-256gb-weiss
Vodafone;netzbetreiber;Samsung;Galaxy S26 Plus;512;schwarz;neu;1399,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-plus.html;2026-08-29;vodafone--samsung-galaxy-s26-plus-512gb-schwarz;samsung-galaxy-s26-plus-512gb-schwarz
Vodafone;netzbetreiber;Samsung;Galaxy S26 Plus;512;Sky Blue;neu;1399,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-plus.html;2026-08-29;vodafone--samsung-galaxy-s26-plus-512gb-sky-blue;samsung-galaxy-s26-plus-512gb-sky-blue
Vodafone;netzbetreiber;Samsung;Galaxy S26 Plus;512;weiss;neu;1399,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-plus.html;2026-08-29;vodafone--samsung-galaxy-s26-plus-512gb-weiss;samsung-galaxy-s26-plus-512gb-weiss
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;256;Cobalt Violet;neu;1349,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-256gb-cobalt-violet;samsung-galaxy-s26-ultra-256gb-cobalt-violet
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;256;schwarz;neu;1349,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-256gb-schwarz;samsung-galaxy-s26-ultra-256gb-schwarz
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;256;Sky Blue;neu;1349,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-256gb-sky-blue;samsung-galaxy-s26-ultra-256gb-sky-blue
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;256;weiss;neu;1349,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-256gb-weiss;samsung-galaxy-s26-ultra-256gb-weiss
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;512;Cobalt Violet;neu;1549,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-512gb-cobalt-violet;samsung-galaxy-s26-ultra-512gb-cobalt-violet
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;512;schwarz;neu;1549,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-512gb-schwarz;samsung-galaxy-s26-ultra-512gb-schwarz
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;512;Sky Blue;neu;1549,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-512gb-sky-blue;samsung-galaxy-s26-ultra-512gb-sky-blue
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;512;weiss;neu;1549,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-512gb-weiss;samsung-galaxy-s26-ultra-512gb-weiss
Vodafone;netzbetreiber;Samsung;Galaxy S26 Ultra;1024;schwarz;neu;1849,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-s26-ultra.html;2026-08-29;vodafone--samsung-galaxy-s26-ultra-1024gb-schwarz;samsung-galaxy-s26-ultra-1024gb-schwarz
Vodafone;netzbetreiber;Samsung;Galaxy Z Flip 7;256;Jetblack;neu;1079,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-flip7.html;2026-08-29;vodafone--samsung-galaxy-z-flip-7-256gb-jetblack;samsung-galaxy-z-flip-7-256gb-jetblack
Vodafone;netzbetreiber;Samsung;Galaxy Z Flip8;256;Cream;neu;1299,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-flip8.html;2026-08-29;vodafone--samsung-galaxy-z-flip8-256gb-cream;samsung-galaxy-z-flip8-256gb-cream
Vodafone;netzbetreiber;Samsung;Galaxy Z Flip8;256;grau;neu;1299,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-flip8.html;2026-08-29;vodafone--samsung-galaxy-z-flip8-256gb-grau;samsung-galaxy-z-flip8-256gb-grau
Vodafone;netzbetreiber;Samsung;Galaxy Z Flip8;256;rosa;neu;1299,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-flip8.html;2026-08-29;vodafone--samsung-galaxy-z-flip8-256gb-rosa;samsung-galaxy-z-flip8-256gb-rosa
Vodafone;netzbetreiber;Samsung;Galaxy Z Flip8;512;Cream;neu;1499,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-flip8.html;2026-08-29;vodafone--samsung-galaxy-z-flip8-512gb-cream;samsung-galaxy-z-flip8-512gb-cream
Vodafone;netzbetreiber;Samsung;Galaxy Z Flip8;512;grau;neu;1499,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-flip8.html;2026-08-29;vodafone--samsung-galaxy-z-flip8-512gb-grau;samsung-galaxy-z-flip8-512gb-grau
Vodafone;netzbetreiber;Samsung;Galaxy Z Flip8;512;rosa;neu;1499,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-flip8.html;2026-08-29;vodafone--samsung-galaxy-z-flip8-512gb-rosa;samsung-galaxy-z-flip8-512gb-rosa
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold 7;256;Jetblack;neu;1879,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold7.html;2026-08-29;vodafone--samsung-galaxy-z-fold-7-256gb-jetblack;samsung-galaxy-z-fold-7-256gb-jetblack
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8;256;Cream;neu;1999,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-256gb-cream;samsung-galaxy-z-fold8-256gb-cream
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8;256;grau;neu;1999,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-256gb-grau;samsung-galaxy-z-fold8-256gb-grau
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8;256;violett;neu;1999,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-256gb-violett;samsung-galaxy-z-fold8-256gb-violett
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8;512;Cream;neu;2199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-512gb-cream;samsung-galaxy-z-fold8-512gb-cream
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8;512;grau;neu;2199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-512gb-grau;samsung-galaxy-z-fold8-512gb-grau
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8;512;violett;neu;2199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-512gb-violett;samsung-galaxy-z-fold8-512gb-violett
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8 Ultra;256;Cream;neu;2199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8-ultra.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-ultra-256gb-cream;samsung-galaxy-z-fold8-ultra-256gb-cream
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8 Ultra;256;grau;neu;2199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8-ultra.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-ultra-256gb-grau;samsung-galaxy-z-fold8-ultra-256gb-grau
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8 Ultra;256;Violet Shadow;neu;2199,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8-ultra.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-ultra-256gb-violet-shadow;samsung-galaxy-z-fold8-ultra-256gb-violet-shadow
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8 Ultra;512;Cream;neu;2399,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8-ultra.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-ultra-512gb-cream;samsung-galaxy-z-fold8-ultra-512gb-cream
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8 Ultra;512;grau;neu;2399,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8-ultra.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-ultra-512gb-grau;samsung-galaxy-z-fold8-ultra-512gb-grau
Vodafone;netzbetreiber;Samsung;Galaxy Z Fold8 Ultra;512;Violet Shadow;neu;2399,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/samsung-galaxy-z-fold8-ultra.html;2026-08-29;vodafone--samsung-galaxy-z-fold8-ultra-512gb-violet-shadow;samsung-galaxy-z-fold8-ultra-512gb-violet-shadow
Vodafone;netzbetreiber;Xiaomi;Xiaomi 17;512;schwarz;neu;1029,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-17.html;2026-08-29;vodafone--xiaomi-17-512gb-schwarz;xiaomi-17-512gb-schwarz
Vodafone;netzbetreiber;Xiaomi;Xiaomi 17 Ultra;512;schwarz;neu;1499,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-17-ultra.html;2026-08-29;vodafone--xiaomi-17-ultra-512gb-schwarz;xiaomi-17-ultra-512gb-schwarz
Vodafone;netzbetreiber;Xiaomi;Xiaomi 17T;256;schwarz;neu;749,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-17t.html;2026-08-29;vodafone--xiaomi-17t-256gb-schwarz;xiaomi-17t-256gb-schwarz
Vodafone;netzbetreiber;Xiaomi;Xiaomi 17T Pro;512;Deep Blue;neu;999,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-17t-pro.html;2026-08-29;vodafone--xiaomi-17t-pro-512gb-deep-blue;xiaomi-17t-pro-512gb-deep-blue
Vodafone;netzbetreiber;Xiaomi;Xiaomi 17T Pro;512;schwarz;neu;999,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-17t-pro.html;2026-08-29;vodafone--xiaomi-17t-pro-512gb-schwarz;xiaomi-17t-pro-512gb-schwarz
Vodafone;netzbetreiber;Xiaomi;Redmi 17;128;Deep Blue;neu;249,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-redmi-17-5g.html;2026-08-29;vodafone--xiaomi-redmi-17-128gb-deep-blue;xiaomi-redmi-17-128gb-deep-blue
Vodafone;netzbetreiber;Xiaomi;Redmi 17;128;schwarz;neu;249,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-redmi-17-5g.html;2026-08-29;vodafone--xiaomi-redmi-17-128gb-schwarz;xiaomi-redmi-17-128gb-schwarz
Vodafone;netzbetreiber;Xiaomi;Redmi Note 15;256;blau;neu;279,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-redmi-note-15-5g.html;2026-08-29;vodafone--xiaomi-redmi-note-15-256gb-blau;xiaomi-redmi-note-15-256gb-blau
Vodafone;netzbetreiber;Xiaomi;Redmi Note 15 Pro;256;schwarz;neu;329,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-redmi-note-15-pro-5g.html;2026-08-29;vodafone--xiaomi-redmi-note-15-pro-256gb-schwarz;xiaomi-redmi-note-15-pro-256gb-schwarz
Vodafone;netzbetreiber;Xiaomi;Redmi Note 17;128;schwarz;neu;349,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-redmi-note-17-5g.html;2026-08-29;vodafone--xiaomi-redmi-note-17-128gb-schwarz;xiaomi-redmi-note-17-128gb-schwarz
Vodafone;netzbetreiber;Xiaomi;Redmi Note 17 Pro;256;schwarz;neu;499,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-redmi-note-17-pro-5g.html;2026-08-29;vodafone--xiaomi-redmi-note-17-pro-256gb-schwarz;xiaomi-redmi-note-17-pro-256gb-schwarz
Vodafone;netzbetreiber;Xiaomi;Redmi Note 17 Pro;256;Sky Blue;neu;499,90;ohne Vertrag;;lieferbar;https://www.vodafone.de/privat/handys/xiaomi-redmi-note-17-pro-5g.html;2026-08-29;vodafone--xiaomi-redmi-note-17-pro-256gb-sky-blue;xiaomi-redmi-note-17-pro-256gb-sky-blue
mobilcom-debitel;handel;Apple;iPhone 16e;128;schwarz;neu;599,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-3925066?ds=P-4038730;2026-08-29;mobilcom-debitel--apple-iphone-16e-128gb-schwarz;apple-iphone-16e-128gb-schwarz
mobilcom-debitel;handel;Apple;iPhone 16e;128;weiss;neu;599,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-3925066?ds=P-4038739;2026-08-29;mobilcom-debitel--apple-iphone-16e-128gb-weiss;apple-iphone-16e-128gb-weiss
mobilcom-debitel;handel;Apple;iPhone 16e;256;schwarz;neu;829,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-3925066?ds=P-4038742;2026-08-29;mobilcom-debitel--apple-iphone-16e-256gb-schwarz;apple-iphone-16e-256gb-schwarz
mobilcom-debitel;handel;Apple;iPhone 16e;256;weiss;neu;829,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-3925066?ds=P-4038751;2026-08-29;mobilcom-debitel--apple-iphone-16e-256gb-weiss;apple-iphone-16e-256gb-weiss
mobilcom-debitel;handel;Apple;iPhone 16e;512;schwarz;neu;1079,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-3925066?ds=P-4038754;2026-08-29;mobilcom-debitel--apple-iphone-16e-512gb-schwarz;apple-iphone-16e-512gb-schwarz
mobilcom-debitel;handel;Apple;iPhone 16e;512;weiss;neu;1079,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-3925066?ds=P-4038763;2026-08-29;mobilcom-debitel--apple-iphone-16e-512gb-weiss;apple-iphone-16e-512gb-weiss
mobilcom-debitel;handel;Apple;iPhone 17;256;gruen;neu;949,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356761;2026-08-29;mobilcom-debitel--apple-iphone-17-256gb-gruen;apple-iphone-17-256gb-gruen
mobilcom-debitel;handel;Apple;iPhone 17;256;Nebelblau;neu;949,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356755;2026-08-29;mobilcom-debitel--apple-iphone-17-256gb-nebelblau;apple-iphone-17-256gb-nebelblau
mobilcom-debitel;handel;Apple;iPhone 17;256;schwarz;neu;949,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356749;2026-08-29;mobilcom-debitel--apple-iphone-17-256gb-schwarz;apple-iphone-17-256gb-schwarz
mobilcom-debitel;handel;Apple;iPhone 17;256;violett;neu;949,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356758;2026-08-29;mobilcom-debitel--apple-iphone-17-256gb-violett;apple-iphone-17-256gb-violett
mobilcom-debitel;handel;Apple;iPhone 17;256;weiss;neu;949,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356752;2026-08-29;mobilcom-debitel--apple-iphone-17-256gb-weiss;apple-iphone-17-256gb-weiss
mobilcom-debitel;handel;Apple;iPhone 17;512;gruen;neu;1199,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356776;2026-08-29;mobilcom-debitel--apple-iphone-17-512gb-gruen;apple-iphone-17-512gb-gruen
mobilcom-debitel;handel;Apple;iPhone 17;512;Nebelblau;neu;1199,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356770;2026-08-29;mobilcom-debitel--apple-iphone-17-512gb-nebelblau;apple-iphone-17-512gb-nebelblau
mobilcom-debitel;handel;Apple;iPhone 17;512;schwarz;neu;1199,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356764;2026-08-29;mobilcom-debitel--apple-iphone-17-512gb-schwarz;apple-iphone-17-512gb-schwarz
mobilcom-debitel;handel;Apple;iPhone 17;512;violett;neu;1199,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356773;2026-08-29;mobilcom-debitel--apple-iphone-17-512gb-violett;apple-iphone-17-512gb-violett
mobilcom-debitel;handel;Apple;iPhone 17;512;weiss;neu;1199,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234655?ds=P-4356767;2026-08-29;mobilcom-debitel--apple-iphone-17-512gb-weiss;apple-iphone-17-512gb-weiss
mobilcom-debitel;handel;Apple;iPhone 17 Pro;256;Cosmic Orange;neu;1299,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356818;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-256gb-cosmic-orange;apple-iphone-17-pro-256gb-cosmic-orange
mobilcom-debitel;handel;Apple;iPhone 17 Pro;256;silber;neu;1299,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356815;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-256gb-silber;apple-iphone-17-pro-256gb-silber
mobilcom-debitel;handel;Apple;iPhone 17 Pro;256;Tiefblau;neu;1299,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356821;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-256gb-tiefblau;apple-iphone-17-pro-256gb-tiefblau
mobilcom-debitel;handel;Apple;iPhone 17 Pro;512;Cosmic Orange;neu;1549,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356827;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-512gb-cosmic-orange;apple-iphone-17-pro-512gb-cosmic-orange
mobilcom-debitel;handel;Apple;iPhone 17 Pro;512;silber;neu;1549,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356824;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-512gb-silber;apple-iphone-17-pro-512gb-silber
mobilcom-debitel;handel;Apple;iPhone 17 Pro;512;Tiefblau;neu;1549,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356830;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-512gb-tiefblau;apple-iphone-17-pro-512gb-tiefblau
mobilcom-debitel;handel;Apple;iPhone 17 Pro;1024;Cosmic Orange;neu;1799,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356836;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-1024gb-cosmic-orange;apple-iphone-17-pro-1024gb-cosmic-orange
mobilcom-debitel;handel;Apple;iPhone 17 Pro;1024;silber;neu;1799,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356833;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-1024gb-silber;apple-iphone-17-pro-1024gb-silber
mobilcom-debitel;handel;Apple;iPhone 17 Pro;1024;Tiefblau;neu;1799,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234664?ds=P-4356839;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-1024gb-tiefblau;apple-iphone-17-pro-1024gb-tiefblau
mobilcom-debitel;handel;Apple;iPhone 17 Pro Max;256;Cosmic Orange;neu;1449,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234679?ds=P-4356845;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-max-256gb-cosmic-orange;apple-iphone-17-pro-max-256gb-cosmic-orange
mobilcom-debitel;handel;Apple;iPhone 17 Pro Max;256;silber;neu;1449,00;ohne Vertrag;;lieferbar;https://www.freenet.de/handys-smartphones/p/P-M-4234679?ds=P-4356842;2026-08-29;mobilcom-debitel--apple-iphone-17-pro-max-256gb-silber;apple-iphone-17-pro-max-256gb-silber
