Art;Modell;Speicher GB;Anbieter;Anbietertyp;Tarif;Band;Zustand;Zuzahlung EUR;Tarif/Monat EUR;Geräterate EUR;Bündel/Monat EUR;Laufzeit Monate;Anschlusspreis EUR;Leitzahl-Zeitraum Monate;Kosten über 24 Monate EUR;Kosten über die Bündellaufzeit EUR;Abgerufen am;Quelle;SKU-ID
Bündel;iPhone 18 Pro;1024;Vodafone;netzbetreiber;Mobil XS;Klein;neu;145,00;31,95;55,50;;36;0,00;24;2909,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-1024gb-silber
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil S;Mittel;neu;829,00;41,95;166,50;;12;0,00;24;3833,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-burgunder
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil XS;Klein;neu;829,00;31,95;55,50;;36;0,00;24;3593,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-burgunder
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil M;Mittel;neu;829,00;51,95;83,25;;24;0,00;24;4073,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-polar
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil S;Mittel;neu;829,00;41,95;166,50;;12;0,00;24;3833,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-polar
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil XS;Klein;neu;829,00;31,95;55,50;;36;0,00;24;3593,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-polar
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil S;Mittel;neu;829,00;41,95;166,50;;12;0,00;24;3833,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-schwarz
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil XS;Klein;neu;829,00;31,95;55,50;;36;0,00;24;3593,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-schwarz
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil M;Mittel;neu;829,00;51,95;83,25;;24;0,00;24;4073,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-silber
Bündel;iPhone 18 Pro;2048;Vodafone;netzbetreiber;Mobil XS;Klein;neu;829,00;31,95;55,50;;36;0,00;24;3593,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-2048gb-silber
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;0,99;51,95;60,00;;24;0,00;24;2687,79;;2026-09-20;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-burgunder
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;0,99;41,95;120,00;;12;0,00;24;2447,79;;2026-09-20;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-burgunder
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;0,99;31,95;40,00;;36;0,00;24;2207,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-burgunder
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;0,99;51,95;60,00;;24;0,00;24;2687,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-polar
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;0,99;41,95;120,00;;12;0,00;24;2447,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-polar
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;0,99;51,95;60,00;;24;0,00;24;2687,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-schwarz
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;0,99;41,95;120,00;;12;0,00;24;2447,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-schwarz
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;0,99;31,95;40,00;;36;0,00;24;2207,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-schwarz
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;0,99;51,95;60,00;;24;0,00;24;2687,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-silber
Bündel;iPhone 18 Pro;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;0,99;41,95;120,00;;12;0,00;24;2447,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-256gb-silber
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;70,50;;24;0,00;24;2939,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-burgunder
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;141,00;;12;0,00;24;2699,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-burgunder
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;141,00;;12;0,00;24;2699,80;;2026-09-20;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-polar
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;47,00;;36;0,00;24;2459,80;;2026-09-20;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-polar
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;70,50;;24;0,00;24;2939,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-schwarz
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;141,00;;12;0,00;24;2699,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-schwarz
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;47,00;;36;0,00;24;2459,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-schwarz
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;70,50;;24;0,00;24;2939,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-silber
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;141,00;;12;0,00;24;2699,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-silber
Bündel;iPhone 18 Pro;512;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;47,00;;36;0,00;24;2459,80;;2026-09-20;https://www.vodafone.de/privat/handys/iphone-18-pro.html;apple-iphone-18-pro-512gb-silber
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil S;Mittel;neu;306,99;41,95;166,50;;12;0,00;24;3311,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-burgunder
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil M;Mittel;neu;306,99;51,95;83,25;;24;0,00;24;3551,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-polar
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil S;Mittel;neu;306,99;41,95;166,50;;12;0,00;24;3311,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-polar
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil XS;Klein;neu;306,99;31,95;55,50;;36;0,00;24;3071,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-polar
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil M;Mittel;neu;306,99;51,95;83,25;;24;0,00;24;3551,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-schwarz
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil S;Mittel;neu;306,99;41,95;166,50;;12;0,00;24;3311,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-schwarz
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil XS;Klein;neu;306,99;31,95;55,50;;36;0,00;24;3071,79;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-schwarz
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil M;Mittel;neu;306,99;51,95;83,25;;24;0,00;24;3551,79;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-silber
Bündel;iPhone 18 Pro Max;1024;Vodafone;netzbetreiber;Mobil XS;Klein;neu;306,99;31,95;55,50;;36;0,00;24;3071,79;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-1024gb-silber
Bündel;iPhone 18 Pro Max;2048;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1045,00;41,95;166,50;;12;0,00;24;4049,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-2048gb-burgunder
Bündel;iPhone 18 Pro Max;2048;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1045,00;51,95;83,25;;24;0,00;24;4289,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-2048gb-polar
Bündel;iPhone 18 Pro Max;2048;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1045,00;41,95;166,50;;12;0,00;24;4049,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-2048gb-polar
Bündel;iPhone 18 Pro Max;2048;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1045,00;51,95;83,25;;24;0,00;24;4289,80;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-2048gb-schwarz
Bündel;iPhone 18 Pro Max;2048;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1045,00;41,95;166,50;;12;0,00;24;4049,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-2048gb-silber
Bündel;iPhone 18 Pro Max;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;66,00;;24;0,00;24;2831,80;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-256gb-burgunder
Bündel;iPhone 18 Pro Max;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;44,00;;36;0,00;24;2351,80;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-256gb-burgunder
Bündel;iPhone 18 Pro Max;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;132,00;;12;0,00;24;2591,80;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-256gb-polar
Bündel;iPhone 18 Pro Max;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;44,00;;36;0,00;24;2351,80;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-256gb-polar
Bündel;iPhone 18 Pro Max;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;66,00;;24;0,00;24;2831,80;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-256gb-schwarz
Bündel;iPhone 18 Pro Max;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;132,00;;12;0,00;24;2591,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-256gb-schwarz
Bündel;iPhone 18 Pro Max;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;66,00;;24;0,00;24;2831,80;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-256gb-silber
Bündel;iPhone 18 Pro Max;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;132,00;;12;0,00;24;2591,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-256gb-silber
Bündel;iPhone 18 Pro Max;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;153,00;;12;0,00;24;2843,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-512gb-burgunder
Bündel;iPhone 18 Pro Max;512;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;76,50;;24;0,00;24;3083,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;153,00;;12;0,00;24;2843,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;51,00;;36;0,00;24;2603,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-512gb-polar
Bündel;iPhone 18 Pro Max;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;153,00;;12;0,00;24;2843,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-512gb-schwarz
Bündel;iPhone 18 Pro Max;512;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;76,50;;24;0,00;24;3083,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-512gb-silber
Bündel;iPhone 18 Pro Max;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;153,00;;12;0,00;24;2843,80;;2026-09-21;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-512gb-silber
Bündel;iPhone 18 Pro Max;512;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;51,00;;36;0,00;24;2603,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-18-pro-max.html;apple-iphone-18-pro-max-512gb-silber
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;52,50;;24;0,00;24;2507,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-himmelblau
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;105,00;;12;0,00;24;2267,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-himmelblau
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;35,00;;36;0,00;24;2027,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-himmelblau
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;52,50;;24;0,00;24;2507,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-lichtgold
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;105,00;;12;0,00;24;2267,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-lichtgold
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;35,00;;36;0,00;24;2027,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-lichtgold
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;52,50;;24;0,00;24;2507,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-space-schwarz
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;105,00;;12;0,00;24;2267,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-space-schwarz
Bündel;iPhone Air;1024;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;35,00;;36;0,00;24;2027,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-1024gb-space-schwarz
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;43,50;;24;0,00;24;2291,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-himmelblau
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;87,00;;12;0,00;24;2051,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-himmelblau
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;29,00;;36;0,00;24;1811,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-himmelblau
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;43,50;;24;0,00;24;2291,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-space-schwarz
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;87,00;;12;0,00;24;2051,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-space-schwarz
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;29,00;;36;0,00;24;1811,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-space-schwarz
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;0,99;51,95;39,00;;24;0,00;24;2183,79;;2026-09-11;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-wolkenweiss
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;0,99;41,95;78,00;;12;0,00;24;1943,79;;2026-09-11;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-wolkenweiss
Bündel;iPhone Air;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;0,99;31,95;26,00;;36;0,00;24;1703,79;;2026-09-11;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-256gb-wolkenweiss
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;43,50;;24;0,00;24;2291,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-himmelblau
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;87,00;;12;0,00;24;2051,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-himmelblau
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;29,00;;36;0,00;24;1811,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-himmelblau
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;43,50;;24;0,00;24;2291,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-lichtgold
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;87,00;;12;0,00;24;2051,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-lichtgold
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;29,00;;36;0,00;24;1811,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-lichtgold
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;43,50;;24;0,00;24;2291,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-space-schwarz
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;87,00;;12;0,00;24;2051,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-space-schwarz
Bündel;iPhone Air;512;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;29,00;;36;0,00;24;1811,80;;2026-09-24;https://www.vodafone.de/privat/handys/iphone-air.html;apple-iphone-air-512gb-space-schwarz
Bündel;Fairphone 6;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;22,50;;24;0,00;24;1787,80;;2026-09-21;https://www.vodafone.de/privat/handys/fairphone-6.html;fairphone-6-256gb-horizon-black
Bündel;Fairphone 6;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;45,00;;12;0,00;24;1547,80;;2026-09-24;https://www.vodafone.de/privat/handys/fairphone-6.html;fairphone-6-256gb-horizon-black
Bündel;Fairphone 6;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;15,00;;36;0,00;24;1307,80;;2026-09-24;https://www.vodafone.de/privat/handys/fairphone-6.html;fairphone-6-256gb-horizon-black
Bündel;Pixel 10;128;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;24,00;;24;0,00;24;1823,80;;2026-09-20;https://www.vodafone.de/privat/handys/google-pixel-10.html;google-pixel-10-128gb-schwarz
Bündel;Pixel 10;128;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;48,00;;12;0,00;24;1583,80;;2026-09-20;https://www.vodafone.de/privat/handys/google-pixel-10.html;google-pixel-10-128gb-schwarz
Bündel;Pixel 10;128;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;16,00;;36;0,00;24;1343,80;;2026-09-24;https://www.vodafone.de/privat/handys/google-pixel-10.html;google-pixel-10-128gb-schwarz
Bündel;Pixel 10 Pro;128;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;28,50;;24;0,00;24;1931,80;;2026-09-24;https://www.vodafone.de/privat/handys/google-pixel-10-pro.html;google-pixel-10-pro-128gb-schwarz
Bündel;Pixel 10 Pro;128;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;57,00;;12;0,00;24;1691,80;;2026-09-21;https://www.vodafone.de/privat/handys/google-pixel-10-pro.html;google-pixel-10-pro-128gb-schwarz
Bündel;Pixel 10 Pro;128;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;19,00;;36;0,00;24;1451,80;;2026-09-24;https://www.vodafone.de/privat/handys/google-pixel-10-pro.html;google-pixel-10-pro-128gb-schwarz
Bündel;Pixel 10 Pro XL;256;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;34,50;;24;0,00;24;2075,80;;2026-09-16;https://www.vodafone.de/privat/handys/google-pixel-10-pro-xl.html;google-pixel-10-pro-xl-256gb-schwarz
Bündel;Pixel 10 Pro XL;256;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;69,00;;12;0,00;24;1835,80;;2026-09-16;https://www.vodafone.de/privat/handys/google-pixel-10-pro-xl.html;google-pixel-10-pro-xl-256gb-schwarz
Bündel;Pixel 10 Pro XL;256;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;23,00;;36;0,00;24;1595,80;;2026-09-06;https://www.vodafone.de/privat/handys/google-pixel-10-pro-xl.html;google-pixel-10-pro-xl-256gb-schwarz
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;20,25;;24;0,00;24;1733,80;;2026-09-15;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-berry
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;40,50;;12;0,00;24;1493,80;;2026-09-24;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-berry
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;13,50;;36;0,00;24;1253,80;;2026-09-24;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-berry
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;20,25;;24;0,00;24;1733,80;;2026-09-15;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-fog
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;40,50;;12;0,00;24;1493,80;;2026-09-24;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-fog
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;13,50;;36;0,00;24;1253,80;;2026-09-20;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-fog
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil M;Mittel;neu;1,00;51,95;20,25;;24;0,00;24;1733,80;;2026-09-16;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-schwarz
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil S;Mittel;neu;1,00;41,95;40,50;;12;0,00;24;1493,80;;2026-09-24;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-schwarz
Bündel;Pixel 10a;128;Vodafone;netzbetreiber;Mobil XS;Klein;neu;1,00;31,95;13,50;;36;0,00;24;1253,80;;2026-09-16;https://www.vodafone.de/privat/handys/google-pixel-10a.html;google-pixel-10a-128gb-schwarz
